cusip,year,ikn,qn
427866,1955,0.05284585,3.47966999
427866,1956,0.05810456,4.68430168
427866,1957,0.07730975,3.6702692
427866,1958,0.03997868,3.69601822
427866,1959,0.04033801,7.04575596
427866,1960,0.04894939,8.70043596
427866,1961,0.14463794,15.88486784
427866,1962,0.23546959,26.79323772
427866,1963,0.17743689,18.73826986
427866,1964,0.36187087,15.76476013
427866,1965,0.13642839,10.83052469
427866,1966,0.15759605,9.80514333
427866,1967,0.08983367,4.75357942
427866,1968,0.11377708,5.30334172
427866,1969,0.11614932,6.73367149
427866,1970,0.13187534,3.74173668
427866,1971,0.20192403,3.45273684
427866,1972,0.18723857,3.22888395
427866,1973,0.11995787,1.66573072
427866,1974,0.06845057,-0.30716657
427866,1975,0.05586815,-1.03843243
427866,1976,0.09186048,-0.0695458
427866,1977,0.1217256,0.06703758
427866,1978,0.14097983,-0.54867913
427866,1979,0.42168172,-0.64812283
427866,1980,0.1097076,-0.28976216
427866,1981,0.14248356,-0.55845033
427866,1982,0.15408469,-0.21142864
427866,1983,0.13261688,0.45003886
427866,1984,0.1062916,0.42382134
427866,1985,0.13091863,0.78144985
436092,1951,0.03875765,-1.59965836
436092,1952,0.03964604,-1.76336832
436092,1953,0.05341693,-1.84666616
436092,1954,0.04373204,-1.98443253
436092,1955,0.05079806,-1.41636695
436092,1956,0.05150684,-1.7175578
436092,1957,0.05548454,-1.89582548
436092,1958,0.02726151,-2.01370271
436092,1959,0.07298485,-1.75025495
436092,1960,0.10717423,-1.88896066
436092,1961,0.07851656,-1.49892897
436092,1962,0.07983205,-1.09846406
436092,1963,0.31796703,-1.35197485
436092,1964,0.23097164,-0.49237031
436092,1965,0.0456929,-0.87908448
436092,1966,0.03605374,-0.87583173
436092,1967,0.09314257,-1.13602496
436092,1968,0.15709782,-0.20661469
436092,1969,0.11259405,-0.08332629
436092,1970,0.02434163,-0.63049657
436092,1971,0.02671844,-0.87020197
436092,1972,0.07138744,-1.11613526
436092,1973,0.09563989,-1.11234719
436092,1974,0.10581736,-1.26603588
436092,1975,0.11273689,-1.28053909
436092,1976,0.09814088,-1.26070694
436092,1977,0.07962954,-1.24117746
436092,1978,0.1013182,-1.51500943
436092,1979,0.0144415,-1.33367958
436092,1980,0.01842412,-0.82662324
436092,1981,0.02126848,-0.94906837
436092,1982,0.01500447,-1.1711559
436092,1983,0.02865568,-1.15053785
436092,1984,0.05898998,-0.95840858
436092,1985,0.03803737,-0.77054542
437614,1951,0.04898805,5.14681259
437614,1952,0.04318574,4.5487863
437614,1953,0.02480137,5.88503365
437614,1954,0.04986529,4.36127201
437614,1955,0.07200922,8.21103863
437614,1956,0.10098434,4.80534717
437614,1957,0.09557846,3.99618923
437614,1958,0.10900089,3.05363657
437614,1959,0.04923782,5.49809276
437614,1960,0.031764,4.55611616
437614,1961,0.08025598,5.21530244
437614,1962,0.06143587,5.72362299
437614,1963,0.04396437,4.02315383
437614,1964,0.05275118,4.07770153
437614,1965,0.18113247,5.22999904
437614,1966,0.11612183,3.05815832
437614,1967,0.01721795,2.0695787
437614,1968,0.13619619,6.24059872
437614,1969,0.062644,8.81072301
437614,1970,0.05133669,0.09764579
437614,1971,0.09221041,2.34637033
437614,1972,0.05696154,0.82890177
437614,1973,0.06462073,1.90497047
437614,1974,0.13840473,12.46566469
437614,1975,0.10810896,10.3169538
437614,1976,0.18056993,7.77946751
437614,1977,0.11171507,6.39870978
437614,1978,0.10982651,5.18072068
437614,1979,0.11566015,2.51321085
437614,1980,0.15096783,5.16490832
437614,1981,0.2123615,9.80071174
437614,1982,0.11766256,2.65554285
437614,1983,0.17851601,4.50748236
437614,1984,0.45858727,4.1135028
437614,1985,0.16944003,2.10547099
438506,1951,0.35848343,8.56762665
438506,1952,0.1953686,9.77900393
438506,1953,0.30330403,13.15508623
438506,1954,0.33915978,15.84365634
438506,1955,0.41495301,25.90804103
438506,1956,0.38377643,25.65492381
438506,1957,0.46612452,29.46703066
438506,1958,0.30225754,20.27183961
438506,1959,0.23984741,30.63460773
438506,1960,0.45629133,35.67512282
438506,1961,0.46145586,28.04186213
438506,1962,0.35205554,19.2648406
438506,1963,0.28130445,9.2720389
438506,1964,0.508191,17.63649464
438506,1965,0.43554084,9.28674443
438506,1966,0.38610483,9.72112482
438506,1967,0.42806265,6.95827291
438506,1968,0.40582119,10.91029096
438506,1969,0.41782343,9.09068413
438506,1970,0.48992291,8.10063335
438506,1971,0.38946797,3.19392774
438506,1972,0.34908846,4.59935874
438506,1973,0.39785163,3.76215942
438506,1974,0.32427864,0.17547567
438506,1975,0.23083729,-1.66536434
438506,1976,0.17815225,-1.41339901
438506,1977,0.20567978,-1.3070128
438506,1978,0.22058573,-1.54529119
438506,1979,0.23018936,-0.97885616
438506,1980,0.25065388,-0.81325765
438506,1981,0.25412959,-0.40525196
438506,1982,0.2249351,-1.40520294
438506,1983,0.20013163,-0.97346827
438506,1984,0.20552652,0.02436667
438506,1985,0.22990013,-0.00380382
440452,1951,0.07631809,-0.07786564
440452,1952,0.03825506,-0.27847016
440452,1953,0.23764616,-0.40253826
440452,1954,0.06380617,-0.381084
440452,1955,0.05611565,-0.1255202
440452,1956,0.12233236,0.14274959
440452,1957,0.11083995,0.31005639
440452,1958,0.06554787,-0.79674093
440452,1959,0.08515416,-0.56321643
440452,1960,0.12537316,0.42091812
440452,1961,0.12535946,-0.61788458
440452,1962,0.16602714,-0.52025861
440452,1963,0.17511997,-1.36323795
440452,1964,0.24722748,-1.32211834
440452,1965,0.14217128,-0.31910582
440452,1966,0.11158852,-0.99242899
440452,1967,0.13547546,-1.55190933
440452,1968,0.18805988,0.62887357
440452,1969,0.23853868,2.48282923
440452,1970,0.22766398,-0.34333098
440452,1971,0.20001111,0.42233701
440452,1972,0.21625384,0.37083706
440452,1973,0.19667005,-0.20825583
440452,1974,0.15782939,-0.6094689
440452,1975,0.17657179,-1.06361504
440452,1976,0.17149962,-0.93248841
440452,1977,0.09920695,-0.43805608
440452,1978,0.10521888,-0.77195699
440452,1979,0.15918967,-0.99232334
440452,1980,0.25030192,-0.64715962
440452,1981,0.27655445,-0.79472073
440452,1982,0.19054426,-0.50645135
440452,1983,0.06245747,-0.01604953
440452,1984,0.06983727,0.04565443
440452,1985,0.09719374,-0.09925026
451542,1951,0.15657674,0.3442484
451542,1952,0.0729807,0.43806407
451542,1953,0.04127253,0.5547826
451542,1954,0.06765988,0.34092704
451542,1955,0.13707793,3.69849016
451542,1956,0.33729737,5.1587261
451542,1957,0.24718855,3.67862206
451542,1958,0.2025486,1.45377767
451542,1959,0.17061243,3.64967267
451542,1960,0.14148044,3.38054059
451542,1961,0.06340928,2.37732456
451542,1962,0.11359401,2.82305534
451542,1963,0.11209608,1.36456248
451542,1964,0.05158162,1.32242554
451542,1965,0.08773467,0.89900712
451542,1966,0.15288215,0.59342716
451542,1967,0.09722856,0.00305551
451542,1968,0.05480758,0.58155093
451542,1969,0.02649431,0.59045562
451542,1970,0.01673157,-0.57906329
451542,1971,0.0454007,-0.19490503
451542,1972,0.07383649,-0.1623703
451542,1973,0.13655392,-0.17592585
451542,1974,0.09405691,-0.29331105
451542,1975,0.10452805,-1.00453807
451542,1976,0.06849937,-0.96495095
451542,1977,0.08443434,-0.45386759
451542,1978,0.12981624,-0.55151757
451542,1979,0.24285771,-0.68133407
451542,1980,0.26794566,-0.47948228
451542,1981,0.17566808,-0.46526505
451542,1982,0.09954454,-0.69449246
451542,1983,0.05696386,-0.62923272
451542,1984,0.0208602,-0.62724534
451542,1985,0.0165842,-0.73679466
453038,1951,0.21347193,4.14349056
453038,1952,0.2344995,5.84021465
453038,1953,0.19322328,4.54548113
453038,1954,0.17710114,2.21312879
453038,1955,0.22956542,3.92058074
453038,1956,0.23054304,2.75729255
453038,1957,0.15102668,3.9838954
453038,1958,0.0969047,1.52722081
453038,1959,0.09102709,2.03500911
453038,1960,0.08163596,1.1089268
453038,1961,0.08345579,0.98040717
453038,1962,0.06458446,2.1206428
453038,1963,0.07289982,1.38327714
453038,1964,0.09378495,1.24669086
453038,1965,0.10768221,2.27462336
453038,1966,0.11945095,1.65554953
453038,1967,0.13770431,1.84396975
453038,1968,0.15016217,2.74067569
453038,1969,0.09818499,3.25193654
453038,1970,0.08042079,1.70225226
453038,1971,0.11032132,2.50462792
453038,1972,0.15112669,4.64146061
453038,1973,0.17760709,7.24479654
453038,1974,0.18235184,4.59633324
453038,1975,0.12027614,0.94135161
453038,1976,0.12324322,0.54634435
453038,1977,0.10243349,0.26086041
453038,1978,0.11508815,-0.1532169
453038,1979,0.15748007,-0.1350852
453038,1980,0.12231183,0.74943346
453038,1981,0.15116382,-0.30072325
453038,1982,0.14642566,-0.84359639
453038,1983,0.08894687,-0.68394515
453038,1984,0.08400487,-0.30887629
453038,1985,0.1316228,-0.17068496
456866,1951,0.1719543,22.43732338
456866,1952,0.22845801,20.48487992
456866,1953,0.13480295,21.97240191
456866,1954,0.11248828,20.18591308
456866,1955,0.14424682,50.99882585
456866,1956,0.24591574,74.22627964
456866,1957,0.41781134,82.34206742
456866,1958,0.37497758,45.25230562
456866,1959,0.21081137,56.62434017
456866,1960,0.25099494,38.38174498
456866,1961,0.16227125,29.20357863
456866,1962,0.28235114,38.1028096
456866,1963,0.40739517,21.98788708
456866,1964,0.35892056,22.75042522
456866,1965,0.39289138,17.84630733
456866,1966,0.3505981,20.09486273
456866,1967,0.30666597,8.38064089
456866,1968,0.37829196,9.00809428
456866,1969,0.32924087,9.93748139
456866,1970,0.27963578,2.26165163
456866,1971,0.22871444,3.7154515
456866,1972,0.17010408,4.86725461
456866,1973,0.18586193,5.85877463
456866,1974,0.30456316,10.0678348
456866,1975,0.31873925,4.33075003
456866,1976,0.23536785,2.93540387
456866,1977,0.11203022,3.11873531
456866,1978,0.13264774,1.00492231
456866,1979,0.19465719,-0.21273989
456866,1980,0.267045,-0.28137785
456866,1981,0.19783303,1.09889372
456866,1982,0.13318612,-0.32652214
456866,1983,0.06056432,-0.9722661
456866,1984,0.08808053,0.20165819
456866,1985,0.10275024,-0.20062745
457659,1951,0.05051097,-2.4212897
457659,1952,0.12728752,-2.47341807
457659,1953,0.02985451,-2.90113535
457659,1954,0.04000513,-4.00002065
457659,1955,0.06560033,-2.71862472
457659,1956,0.25683361,-2.91926513
457659,1957,0.19235878,-3.76451294
457659,1958,0.06907522,-3.94225996
457659,1959,0.06494111,-3.52974677
457659,1960,0.0555912,-3.24185078
457659,1961,0.07126291,-2.17591475
457659,1962,0.0855998,0.34330525
457659,1963,0.14496474,2.01921649
457659,1964,0.14575981,1.90421956
457659,1965,0.22686488,4.1506019
457659,1966,0.3643188,7.85610767
457659,1967,0.24726969,5.89481892
457659,1968,0.23105116,12.28274035
457659,1969,0.25973685,9.82508569
457659,1970,0.16694918,5.78791533
457659,1971,0.16101786,2.63815252
457659,1972,0.17890556,2.71950113
457659,1973,0.18403234,1.29772523
457659,1974,0.11304271,-0.98436427
457659,1975,0.05995115,-1.87362138
457659,1976,0.07035524,-1.58157894
457659,1977,0.09228578,-1.25793141
457659,1978,0.11793504,-1.72781484
457659,1979,0.23142114,-1.950201
457659,1980,0.18861999,-1.57891277
457659,1981,0.16156261,0.14673492
457659,1982,0.11643009,-1.00749952
457659,1983,0.10343057,-0.40331308
457659,1984,0.11519212,-0.58241012
457659,1985,0.15790211,-0.79826919
458506,1951,0.05147409,2.53866588
458506,1952,0.12074121,2.35374234
458506,1953,0.32985331,2.41196594
458506,1954,0.13097067,1.68714565
458506,1955,0.10099769,2.30849204
458506,1956,0.06724284,2.2071144
458506,1957,0.09652572,1.19023993
458506,1958,0.06180984,0.52139562
458506,1959,0.10510746,0.38369827
458506,1960,0.12153199,0.27912786
458506,1961,0.09365058,-0.3527553
458506,1962,0.09816187,-1.0438061
458506,1963,0.08397932,-1.49849668
458506,1964,0.08825437,-1.72676082
458506,1965,0.13568128,-0.62606622
458506,1966,0.16279137,0.10660265
458506,1967,0.15063129,-1.06006074
458506,1968,0.20514076,2.63160738
458506,1969,0.15890811,3.00658834
458506,1970,0.14850782,-0.92345686
458506,1971,0.11758249,1.05348679
458506,1972,0.12618285,2.91178311
458506,1973,0.17609355,2.90935997
458506,1974,0.12214072,-1.78749539
458506,1975,0.1124285,-2.92856892
458506,1976,0.14047441,-0.24122465
458506,1977,0.12930424,0.43465619
458506,1978,0.19242615,0.04206227
458506,1979,0.32875505,-1.38189654
458506,1980,0.25935887,-1.53361097
458506,1981,0.0896706,-0.98087627
458506,1982,0.06625917,-1.2498043
458506,1983,0.08678826,-0.66195001
458506,1984,0.10585381,-0.55677199
458506,1985,0.07731806,-0.79158795
458702,1951,0.1568711,-1.71394883
458702,1952,0.23076246,-1.89542442
458702,1953,0.22590226,-1.87796981
458702,1954,0.0352217,-1.86163733
458702,1955,0.04895133,-1.45448413
458702,1956,0.19837671,-1.09850897
458702,1957,0.18554307,-0.86297476
458702,1958,0.16353064,-1.98910356
458702,1959,0.03917066,-1.55274643
458702,1960,0.11521709,-1.51669062
458702,1961,0.01144935,-1.85505277
458702,1962,0.03187326,-1.68684263
458702,1963,0.12054465,-1.87976368
458702,1964,0.19216466,-1.47392417
458702,1965,0.13703332,0.43512383
458702,1966,0.18594363,1.03457477
458702,1967,0.13208331,-0.37439205
458702,1968,0.10509891,-0.31868844
458702,1969,0.13105676,0.3321017
458702,1970,0.1010578,-0.93195223
458702,1971,0.07706094,-1.21911174
458702,1972,0.06074452,-1.08527188
458702,1973,0.11238721,-1.19745374
458702,1974,0.25706928,-1.67711995
458702,1975,0.12649124,-1.39442645
458702,1976,0.10583401,-1.27406458
458702,1977,0.09396981,-1.0068375
458702,1978,0.16860922,-1.47538607
458702,1979,0.14941667,-1.48246608
458702,1980,0.0623464,-1.48172832
458702,1981,0.07577207,-1.48706205
458702,1982,0.04935318,-1.44417129
458702,1983,0.03139098,-1.34804116
458702,1984,0.08624257,-1.15374506
458702,1985,0.08612771,-1.07861582
459200,1951,0.36025376,5.62545646
459200,1952,0.33563645,4.81609355
459200,1953,0.38837214,5.25663751
459200,1954,0.44618926,4.92188439
459200,1955,0.39288022,8.65211092
459200,1956,0.43372688,8.25642783
459200,1957,0.47520267,11.21620385
459200,1958,0.37105156,9.06102592
459200,1959,0.34697408,15.68075282
459200,1960,0.39855827,17.74406827
459200,1961,0.42022423,20.60683242
459200,1962,0.36541427,26.21081637
459200,1963,0.32456793,14.6378763
459200,1964,0.36811021,16.988287
459200,1965,0.46362908,14.34817033
459200,1966,0.47297318,14.02990227
459200,1967,0.37472549,12.01146815
459200,1968,0.27697256,20.66837587
459200,1969,0.34010759,18.94731751
459200,1970,0.37195623,17.49661219
459200,1971,0.29367749,12.18276919
459200,1972,0.25625185,11.73773485
459200,1973,0.29990502,13.13151522
459200,1974,0.33016272,8.49279222
459200,1975,0.23978049,3.88750634
459200,1976,0.23563333,4.98043496
459200,1977,0.28656446,6.30488745
459200,1978,0.29873195,5.36908441
459200,1979,0.35779361,4.87759803
459200,1980,0.32780995,2.96580902
459200,1981,0.29370732,2.58711186
459200,1982,0.2642711,1.51817338
459200,1983,0.20955339,3.22565672
459200,1984,0.23980827,4.65843864
459200,1985,0.27733372,4.53687165
460146,1951,0.16244388,0.45553692
460146,1952,0.08884421,-0.14727577
460146,1953,0.09127566,0.04397478
460146,1954,0.18659835,0.22172812
460146,1955,0.15160307,1.99504172
460146,1956,0.24883622,3.56351158
460146,1957,0.13742473,2.3316195
460146,1958,0.110808,1.13080829
460146,1959,0.11095237,2.73953545
460146,1960,0.15321947,3.5087383
460146,1961,0.10473994,1.41187256
460146,1962,0.11554197,2.35651656
460146,1963,0.13108075,0.91051366
460146,1964,0.15157853,1.45409282
460146,1965,0.1546211,1.24047863
460146,1966,0.21119983,0.78451394
460146,1967,0.21559337,0.05764329
460146,1968,0.1229508,0.53598188
460146,1969,0.15046225,0.91527779
460146,1970,0.1408391,0.56061026
460146,1971,0.07950371,0.43641416
460146,1972,0.08006604,0.33819334
460146,1973,0.09007581,0.63874515
460146,1974,0.20959578,0.96993691
460146,1975,0.18306465,-0.1784719
460146,1976,0.15275769,0.77714644
460146,1977,0.11456772,0.84411214
460146,1978,0.1038764,-0.19376032
460146,1979,0.25321883,-0.58928984
460146,1980,0.16876964,-0.96174874
460146,1981,0.12135599,-0.95435835
460146,1982,0.0761826,-1.23534542
460146,1983,0.11982144,-0.91469035
460146,1984,0.1024541,-0.67996147
460146,1985,0.12613527,-0.66865165
478160,1951,0.17347708,3.81645946
478160,1952,0.11031205,2.65380694
478160,1953,0.11855507,1.83450331
478160,1954,0.18103392,2.04224702
478160,1955,0.21254196,3.6147884
478160,1956,0.35542565,3.24269493
478160,1957,0.16843859,1.71239415
478160,1958,0.16801686,1.94751897
478160,1959,0.22876569,5.40597552
478160,1960,0.26064968,7.37067602
478160,1961,0.21394435,9.01438311
478160,1962,0.22601266,12.54649065
478160,1963,0.26394713,7.44494725
478160,1964,0.20953053,10.30481455
478160,1965,0.21298445,10.48869206
478160,1966,0.26937553,17.77375461
478160,1967,0.26226127,15.07415593
478160,1968,0.21244154,25.73925089
478160,1969,0.25261074,27.66848191
478160,1970,0.27859208,40.59204053
478160,1971,0.29545219,30.86150679
478160,1972,0.28076923,46.90274656
478160,1973,0.35916927,52.072211
478160,1974,0.34528934,34.78719907
478160,1975,0.23084691,17.51049623
478160,1976,0.18729948,15.51508663
478160,1977,0.23604708,11.23108684
478160,1978,0.25967436,9.13770905
478160,1979,0.25789856,6.53888633
478160,1980,0.27675493,5.74731667
478160,1981,0.24602499,6.2918511
478160,1982,0.2537651,5.86689478
478160,1983,0.21336847,7.26842201
478160,1984,0.19309425,5.08008136
478160,1985,0.19062073,3.77799878
481196,1951,0.2850648,-2.2026361
481196,1952,0.26878692,-1.77776145
481196,1953,0.21205567,-1.48991331
481196,1954,0.12915652,-2.47923228
481196,1955,0.35398147,-0.14489274
481196,1956,0.23771193,3.48274739
481196,1957,0.23162239,8.364629
481196,1958,0.06348827,1.18984436
481196,1959,0.05303932,2.99699077
481196,1960,0.15582566,1.82519804
481196,1961,0.0955685,0.98366675
481196,1962,0.1007207,0.89922914
481196,1963,0.13255558,-2.48551085
481196,1964,0.22181789,-1.36908956
481196,1965,0.22217023,1.28988301
481196,1966,0.23424556,4.39850452
481196,1967,0.26000373,0.22317336
481196,1968,0.18008361,2.57413014
481196,1969,0.16399581,2.81721459
481196,1970,0.23326282,3.30894893
481196,1971,0.13297308,3.6785264
481196,1972,0.14513551,5.41088584
481196,1973,0.17753534,0.4019654
481196,1974,0.1655439,2.44668005
481196,1975,0.24629854,0.88394125
481196,1976,0.26060377,1.93515265
481196,1977,0.19243385,3.25395022
481196,1978,0.18828216,0.24649275
481196,1979,0.13054046,-0.54795562
481196,1980,0.12256431,-0.45379948
481196,1981,0.20042421,1.74692253
481196,1982,0.17635857,0.68211676
481196,1983,0.06229182,-0.83462033
481196,1984,0.05552887,-0.24685857
481196,1985,0.09191329,-0.09126123
483044,1951,0.18453457,0.91572255
483044,1952,0.21276363,0.32662423
483044,1953,0.08092768,0.54866631
483044,1954,0.23590737,0.85842995
483044,1955,0.23066609,3.29779593
483044,1956,0.49402439,4.93288555
483044,1957,0.08652711,3.09801625
483044,1958,0.13182876,1.16725067
483044,1959,0.13722764,3.00917577
483044,1960,0.16434128,2.34550097
483044,1961,0.04478535,1.548882
483044,1962,0.21175645,1.29005381
483044,1963,0.07559873,0.21580511
483044,1964,0.14888591,0.39749969
483044,1965,0.13037837,0.45629151
483044,1966,0.13183447,0.09352236
483044,1967,0.10492742,-0.31644217
483044,1968,0.08441659,0.10494926
483044,1969,0.09276611,1.07198287
483044,1970,0.09909409,0.39590374
483044,1971,0.08773819,0.24953002
483044,1972,0.06815545,-0.28196239
483044,1973,0.11070975,-0.60029502
483044,1974,0.09001781,-1.00428254
483044,1975,0.07226282,-1.27468
483044,1976,0.01904732,-1.20559978
483044,1977,0.03169107,-1.1532866
483044,1978,0.13918876,-1.16485262
483044,1979,0.28181336,-1.14725323
483044,1980,0.18365018,-0.9751396
483044,1981,0.19181071,-0.73379996
483044,1982,0.1379107,-0.85380409
483044,1983,0.0395966,-0.77506251
483044,1984,0.01655688,-0.76675878
483044,1985,0.01778012,-0.58860142
487836,1951,0.21226052,5.67004628
487836,1952,0.26050762,5.21203762
487836,1953,0.10034401,3.3252483
487836,1954,0.16926292,3.84518918
487836,1955,0.15918703,5.3107491
487836,1956,0.15898809,6.25391809
487836,1957,0.13626392,3.85912518
487836,1958,0.28041711,3.73280613
487836,1959,0.14491875,8.7819817
487836,1960,0.1514839,8.90841202
487836,1961,0.19543531,11.61999125
487836,1962,0.16038098,16.63227408
487836,1963,0.19628501,10.79946898
487836,1964,0.20400869,15.27911314
487836,1965,0.17777545,14.9422679
487836,1966,0.15947429,11.09669147
487836,1967,0.13558468,8.41567415
487836,1968,0.13358272,10.25682648
487836,1969,0.14697428,8.87859689
487836,1970,0.16015722,7.09440183
487836,1971,0.17893292,7.68458662
487836,1972,0.14001315,7.57766796
487836,1973,0.15730693,7.98414587
487836,1974,0.20694271,6.98024547
487836,1975,0.18883341,5.47867803
487836,1976,0.20629048,6.53680364
487836,1977,0.17063136,7.59610793
487836,1978,0.15996719,5.30111191
487836,1979,0.12807257,2.52218211
487836,1980,0.16144965,2.05419919
487836,1981,0.16563416,1.73000177
487836,1982,0.12330698,1.64591512
487836,1983,0.15511211,1.83689451
487836,1984,0.20521056,2.39330901
487836,1985,0.19884368,2.87811334
492386,1951,0.26780951,0.51120607
492386,1952,0.20253437,0.97508792
492386,1953,0.29066488,4.42411906
492386,1954,0.34632014,2.73214587
492386,1955,0.30307847,2.67719122
492386,1956,0.30945533,2.5997428
492386,1957,0.27432551,3.03616214
492386,1958,0.37308112,1.13242624
492386,1959,0.27144046,1.71621775
492386,1960,0.20689275,1.13285714
492386,1961,0.22652563,1.55444743
492386,1962,0.20992874,2.99576443
492386,1963,0.24328157,1.92385801
492386,1964,0.2226629,1.36400821
492386,1965,0.28754104,1.66160261
492386,1966,0.23408429,2.84707946
492386,1967,0.22238969,3.04188302
492386,1968,0.25234509,6.17427719
492386,1969,0.2214054,4.77404458
492386,1970,0.1933892,2.1130138
492386,1971,0.15764482,2.44163447
492386,1972,0.15940793,2.93919385
492386,1973,0.21181543,4.72939793
492386,1974,0.31209733,6.51235633
492386,1975,0.242926,3.2714028
492386,1976,0.2777327,2.10188693
492386,1977,0.19414274,1.4559951
492386,1978,0.17264885,0.26728808
492386,1979,0.20961082,0.07980489
492386,1980,0.23131197,0.42594036
492386,1981,0.2194388,0.45047756
492386,1982,0.17676246,0.10199107
492386,1983,0.1392451,-0.33194745
492386,1984,0.11825481,-0.26006906
492386,1985,0.17218352,-0.39802645
493422,1951,0.10655955,0.98217493
493422,1952,0.12531635,0.05202011
493422,1953,0.07162084,-0.14277823
493422,1954,0.09998805,-0.3540751
493422,1955,0.13241867,0.70449801
493422,1956,0.17229394,1.83397535
493422,1957,0.27164212,1.07647559
493422,1958,0.16483921,-0.50899259
493422,1959,0.11255656,0.47131359
493422,1960,0.10512425,0.41578047
493422,1961,0.0383462,-0.53746454
493422,1962,0.05885899,-0.06029239
493422,1963,0.06571653,-0.56140787
493422,1964,0.1060861,-0.53632604
493422,1965,0.15400505,-0.4585305
493422,1966,0.10546273,-0.63566949
493422,1967,0.16724146,-1.09428853
493422,1968,0.11475234,-1.00280891
493422,1969,0.24071298,-0.88365701
493422,1970,0.09888273,-1.23059108
493422,1971,0.05746269,-1.31942283
493422,1972,0.04437249,-1.41184959
493422,1973,0.06282238,-1.35005386
493422,1974,0.06869778,-1.67541045
493422,1975,0.07988692,-1.76779456
493422,1976,0.06784703,-1.80635468
493422,1977,0.07401622,-1.71809912
493422,1978,0.04521588,-1.85142014
493422,1979,0.04944463,-1.84205123
493422,1980,0.06051679,-1.86743955
493422,1981,0.03834088,-1.77568329
493422,1982,0.04877853,-1.7378154
493422,1983,0.0550556,-1.60984095
493422,1984,0.01381375,-1.56585103
493422,1985,0.01213725,-1.5663061
494368,1951,0.08766043,-0.08359238
494368,1952,0.09727953,-0.40037949
494368,1953,0.04059504,-0.61743042
494368,1954,0.05051695,-0.53852462
494368,1955,0.22848834,1.29613162
494368,1956,0.1937564,3.2983721
494368,1957,0.17251133,2.49843945
494368,1958,0.15154249,2.72889048
494368,1959,0.09009145,4.389861
494368,1960,0.18972587,4.68731136
494368,1961,0.15467659,5.80191519
494368,1962,0.09576614,4.99662867
494368,1963,0.17635957,2.64786553
494368,1964,0.14963012,3.37111387
494368,1965,0.16090939,1.98984947
494368,1966,0.21750695,1.45052784
494368,1967,0.2460763,0.68052996
494368,1968,0.17472211,0.95548636
494368,1969,0.12414216,1.3616987
494368,1970,0.15254694,1.21874096
494368,1971,0.12630814,0.48122215
494368,1972,0.09210919,0.14540288
494368,1973,0.07588931,0.69643706
494368,1974,0.09266453,-0.00880368
494368,1975,0.11770206,-0.63261026
494368,1976,0.19295302,-0.27082681
494368,1977,0.15668525,-0.13791755
494368,1978,0.08575746,-0.34938575
494368,1979,0.11917806,-0.57948634
494368,1980,0.12623038,-0.89908404
494368,1981,0.10455281,-0.69777046
494368,1982,0.11493406,-0.5721025
494368,1983,0.13786325,-0.41489166
494368,1984,0.13791797,-0.10422248
494368,1985,0.14408686,-0.08207227
500602,1951,0.13736729,-1.11344018
500602,1952,0.15910505,-1.17275732
500602,1953,0.07408551,-1.33535352
500602,1954,0.18059921,-1.92603713
500602,1955,0.2340934,-1.2253659
500602,1956,0.17627016,-0.53261195
500602,1957,0.16222052,-0.37577761
500602,1958,0.06854851,-1.70807049
500602,1959,0.08742345,-1.41482104
500602,1960,0.1274601,-1.39174903
500602,1961,0.09529452,-1.66024589
500602,1962,0.08346827,-1.35812503
500602,1963,0.10791877,-1.5507713
500602,1964,0.1093734,-1.49681419
500602,1965,0.20646231,-1.00759529
500602,1966,0.24753045,-0.92792679
500602,1967,0.16440226,-1.01801914
500602,1968,0.15876444,-0.54195691
500602,1969,0.17710889,-0.26045407
500602,1970,0.21366853,-0.72027542
500602,1971,0.09445792,-0.76438543
500602,1972,0.14206795,-0.76854614
500602,1973,0.1697633,-0.86973822
500602,1974,0.1977413,-0.65808216
500602,1975,0.13393346,-1.23238636
500602,1976,0.17163694,-0.45283586
500602,1977,0.16477532,0.19875716
500602,1978,0.20018823,-0.2416857
500602,1979,0.20019449,-0.56330267
500602,1980,0.18985103,-0.23783552
500602,1981,0.11962232,-0.55215983
500602,1982,0.05870294,-1.03246605
500602,1983,0.05432396,-0.90026551
500602,1984,0.1092015,-0.63611671
500602,1985,0.10337112,-0.69765557
501044,1951,0.28422211,1.59626472
501044,1952,0.15527045,0.49932344
501044,1953,0.17554656,1.13896888
501044,1954,0.23944894,1.81665126
501044,1955,0.28974891,1.65085276
501044,1956,0.34657842,1.08741058
501044,1957,0.30041893,0.83659719
501044,1958,0.28012444,1.32353865
501044,1959,0.18061205,2.70181922
501044,1960,0.19555094,2.67579647
501044,1961,0.16929945,2.26608361
501044,1962,0.18087482,2.09739841
501044,1963,0.15543384,1.00203499
501044,1964,0.15689639,1.30220509
501044,1965,0.20510411,2.34663509
501044,1966,0.26285141,1.87157991
501044,1967,0.1799361,0.0155065
501044,1968,0.19428908,-0.09035289
501044,1969,0.23020531,1.0401623
501044,1970,0.24150245,0.02459412
501044,1971,0.13376781,0.61034835
501044,1972,0.14231562,0.01985434
501044,1973,0.17619756,-0.71547643
501044,1974,0.22985954,-1.32041618
501044,1975,0.12775426,-1.47418131
501044,1976,0.13740568,-1.33035552
501044,1977,0.15250303,-1.21084421
501044,1978,0.17185449,-1.216497
501044,1979,0.20972138,-0.58110368
